15 525 57167.00 I  0.077425 0.000038  0.451330 0.000030  I-0.6495644 0.0000068  1.0102 0.0062  I     0.274    0.041     0.057    0.026  0.077439  0.451219 -0.6495894     0.419     0.072  
15 526 57168.00 I  0.079186 0.000037  0.452059 0.000026  I-0.6505748 0.0000106  1.0376 0.0048  I     0.284    0.056     0.028    0.026  0.079248  0.452062 -0.6506112     0.399     0.043  
15 527 57169.00 I  0.080987 0.000031  0.452676 0.000022  I-0.6516241 0.0000069  1.0184 0.0064  I     0.273    0.043     0.012    0.040  0.080977  0.452622 -0.6516389     0.368     0.018  
15 528 57170.00 I  0.083019 0.000028  0.453273 0.000021  I-0.6526163 0.0000070  1.0134 0.0049  I     0.239    0.043     0.012    0.040  0.083085  0.453236 -0.6526495     0.350     0.020  
15 529 57171.00 I  0.085136 0.000025  0.453941 0.000027  I-0.6536452 0.0000070  0.9914 0.0049  I     0.207    0.043     0.013    0.045  0.085141  0.453908 -0.6536436     0.331     0.031  
15 530 57172.00 I  0.087175 0.000024  0.454672 0.000026  I-0.6545756 0.0000070  0.8988 0.0040  I     0.191    0.043     0.013    0.045  0.087246  0.454610 -0.6545900     0.306     0.043  
15 531 57173.00 I  0.089102 0.000015  0.455443 0.000036  I-0.6554493 0.0000040  0.8257 0.0040  I     0.183    0.119     0.022    0.050  0.089079  0.455427 -0.6554570     0.278     0.055  
15 6 1 57174.00 I  0.090937 0.000020  0.456028 0.000041  I-0.6562202 0.0000039  0.7321 0.0028  I     0.178    0.119     0.039    0.053  0.091011  0.455956 -0.6562324     0.210     0.032  
15 6 2 57175.00 I  0.092327 0.000028  0.456516 0.000047  I-0.6569205 0.0000038  0.6596 0.0023  I     0.181    0.119     0.044    0.056  0.092343  0.456509 -0.6569267     0.211     0.063  
15 6 3 57176.00 I  0.093185 0.000028  0.456932 0.000047  I-0.6575560 0.0000024  0.6368 0.0022  I     0.195    0.119     0.019    0.048  0.093242  0.456888 -0.6575615     0.208     0.058  
15 6 4 57177.00 I  0.093859 0.000032  0.457051 0.000050  I-0.6581996 0.0000023  0.6304 0.0019  I     0.202    0.119    -0.014    0.046  0.093846  0.457029 -0.6581853     0.208     0.040  
15 6 5 57178.00 I  0.094841 0.000034  0.456948 0.000053  I-0.6588316 0.0000029  0.6685 0.0020  I     0.200    0.119    -0.028    0.047  0.094860  0.456895 -0.6588331     0.212     0.019  
15 6 6 57179.00 I  0.095964 0.000034  0.456848 0.000044  I-0.6595651 0.0000032  0.7920 0.0022  I     0.201    0.045    -0.035    0.052  0.096025  0.456802 -0.6595597     0.229     0.008  
15 6 7 57180.00 I  0.096618 0.000031  0.456672 0.000039  I-0.6604189 0.0000034  0.9252 0.0026  I     0.210    0.119    -0.046    0.048  0.096657  0.456659 -0.6604040     0.250     0.000  
15 6 8 57181.00 I  0.097150 0.000025  0.456155 0.000033  I-0.6614165 0.0000042  1.0614 0.0033  I     0.229    0.119    -0.056    0.033  0.097138  0.456096 -0.6613915     0.255     0.000  
15 6 9 57182.00 I  0.098021 0.000027  0.455663 0.000040  I-0.6624990 0.0000057  1.0697 0.0032  I     0.254    0.119    -0.049    0.022  0.098088  0.455619 -0.6624542     0.257    -0.007  
15 610 57183.00 I  0.099089 0.000022  0.455381 0.000034  I-0.6635383 0.0000048  1.0253 0.0038  I     0.256    0.119    -0.070    0.027  0.099105  0.455345 -0.6635244     0.275    -0.078  
15 611 57184.00 I  0.100471 0.000019  0.455241 0.000034  I-0.6645541 0.0000049  0.9945 0.0036  I     0.244    0.119    -0.100    0.025  0.100507  0.455200 -0.6645577     0.282    -0.071  
15 612 57185.00 I  0.102331 0.000021  0.455179 0.000040  I-0.6655069 0.0000053  0.9027 0.0038  I     0.223    0.119    -0.113    0.034  0.102346  0.455152 -0.6655010     0.284    -0.062  
15 613 57186.00 I  0.104641 0.000020  0.454968 0.000040  I-0.6663318 0.0000058  0.7279 0.0043  I     0.200    0.119    -0.095    0.034  0.104685  0.454922 -0.6663144     0.280    -0.053  
15 614 57187.00 I  0.107228 0.000020  0.454713 0.000040  I-0.6669405 0.0000068  0.4865 0.0045  I     0.181    0.119    -0.073    0.056  0.107245  0.454677 -0.6669630     0.270    -0.046  
15 615 57188.00 I  0.109897 0.000021  0.454489 0.000039  I-0.6673606 0.0000069  0.4126 0.0062  I     0.176    0.119    -0.077    0.057  0.109946  0.454447 -0.6674357     0.264    -0.050  
15 616 57189.00 I  0.112528 0.000029  0.454103 0.000042  I-0.6677557 0.0000103  0.3088 0.0054  I     0.194    0.070    -0.097    0.089  0.112532  0.454069 -0.6677664     0.240    -0.042  
15 617 57190.00 I  0.114949 0.000034  0.453679 0.000039  I-0.6679747 0.0000084  0.1944 0.0069  I     0.225    0.068    -0.110    0.066  0.115010  0.453629 -0.6679884     0.248    -0.047  
15 618 57191.00 I  0.117028 0.000033  0.453434 0.000033  I-0.6681911 0.0000093  0.2198 0.0063  I     0.254    0.076    -0.104    0.055  0.117033  0.453410 -0.6681745     0.254    -0.043  
15 619 57192.00 I  0.119096 0.000037  0.453259 0.000044  I-0.6684346 0.0000094  0.3062 0.0074  I     0.265    0.073    -0.085    0.055  0.119105  0.453213 -0.6684320     0.258    -0.041  
15 620 57193.00 I  0.121194 0.000038  0.453064 0.000048  I-0.6688293 0.0000114  0.4700 0.0058  I     0.266    0.072    -0.060    0.036  0.121254  0.453018 -0.6688141     0.261    -0.041  
15 621 57194.00 I  0.123103 0.000041  0.453009 0.000047  I-0.6693482 0.0000069  0.5547 0.0066  I     0.262    0.119    -0.037    0.022  0.123110  0.452954 -0.6692972     0.261    -0.045  
15 622 57195.00 I  0.125034 0.000037  0.452873 0.000056  I-0.6699266 0.0000068  0.6031 0.0052  I     0.254    0.119    -0.028    0.022  0.125066  0.452880 -0.6698793     0.272    -0.055  
15 623 57196.00 I  0.127049 0.000037  0.452416 0.000064  I-0.6705721 0.0000078  0.7047 0.0044  I     0.234    0.119    -0.041    0.034  0.127075  0.452341 -0.6705564     0.258    -0.061  
15 624 57197.00 I  0.129144 0.000041  0.451975 0.000064  I-0.6713333 0.0000055  0.7984 0.0047  I     0.209    0.119    -0.059    0.034  0.129167  0.451983 -0.6713167     0.031    -0.079  
15 625 57198.00 I  0.131478 0.000037  0.451568 0.000057  I-0.6721431 0.0000054  0.8149 0.0038  I     0.191    0.119    -0.063    0.033  0.131492  0.451490 -0.6721297     0.032    -0.079  
15 626 57199.00 I  0.133952 0.000034  0.451187 0.000053  I-0.6729654 0.0000051  0.8384 0.0037  I     0.185    0.119    -0.066    0.034  0.133986  0.451169 -0.6729658     0.032    -0.080  
15 627 57200.00 I  0.136129 0.000028  0.450835 0.000049  I-0.6738162 0.0000050  0.8506 0.0039  I     0.184    0.119    -0.088    0.053  0.136172  0.450776 -0.6738104     0.032    -0.079  
15 628 57201.00 I  0.137882 0.000029  0.450383 0.000038  I-0.6746440 0.0000060  0.7948 0.0037  I     0.182    0.119    -0.124    0.039  0.137899  0.450354 -0.6746290     0.032    -0.079  
15 629 57202.00 I  0.139419 0.000024  0.449714 0.000023  I-0.6753908 0.0000055  0.6940 0.0042  I     0.185    0.119    -0.153    0.032  0.139461  0.449666 -0.6753626     0.200    -0.169  
15 630 57203.00 I  0.140801 0.000022  0.448936 0.000022  I-0.6760388 0.0000060  0.6136 0.0040  I     0.196    0.119    -0.169    0.027  0.140827  0.448895 -0.6760362     0.211    -0.184  
15 7 1 57204.00 I  0.142130 0.000022  0.448191 0.000023  I 0.3233610 0.0000059  0.5962 0.0042  I     0.208    0.119    -0.175    0.027  0.142150  0.448167  0.3233627     0.220    -0.191  
15 7 2 57205.00 I  0.143553 0.000023  0.447401 0.000024  I 0.3227563 0.0000060  0.6164 0.0042  I     0.216    0.119    -0.166    0.026  0.143585  0.447324  0.3227541     0.225    -0.192  
15 7 3 57206.00 I  0.144987 0.000024  0.446646 0.000023  I 0.3220948 0.0000060  0.7368 0.0040  I     0.213    0.119    -0.140    0.024  0.145023  0.446640  0.3220635     0.224    -0.187  
15 7 4 57207.00 I  0.146569 0.000019  0.445658 0.000019  I 0.3212630 0.0000054  0.9163 0.0039  I     0.200    0.119    -0.132    0.032  0.146584  0.445597  0.3212544     0.217    -0.180  
15 7 5 57208.00 I  0.148591 0.000025  0.444713 0.000021  I 0.3202466 0.0000051  1.1425 0.0041  I     0.181    0.119    -0.150    0.018  0.148605  0.444673  0.3202374     0.207    -0.169  
15 7 6 57209.00 I  0.150806 0.000021  0.444119 0.000020  I 0.3190198 0.0000061  1.2434 0.0039  I     0.166    0.119    -0.174    0.014  0.150878  0.444072  0.3190359     0.205    -0.197  
15 7 7 57210.00 I  0.152831 0.000021  0.443865 0.000021  I 0.3177619 0.0000059  1.3380 0.0038  I     0.161    0.119    -0.179    0.014  0.152828  0.443816  0.3177550     0.188    -0.186  
15 7 8 57211.00 I  0.154823 0.000023  0.443778 0.000025  I 0.3163681 0.0000046  1.3597 0.0037  I     0.168    0.119    -0.170    0.027  0.154865  0.443739  0.3164272     0.192    -0.179  
15 7 9 57212.00 I  0.156746 0.000023  0.443495 0.000025  I 0.3150850 0.0000046  1.2541 0.0033  I     0.175    0.119    -0.167    0.027  0.156784  0.443459  0.3151029     0.200    -0.172  
15 710 57213.00 I  0.158561 0.000023  0.442810 0.000024  I 0.3138418 0.0000046  1.2030 0.0034  I     0.178    0.119    -0.167    0.027  0.158589  0.442769  0.3138536     0.205    -0.163  
15 711 57214.00 I  0.160565 0.000016  0.441805 0.000023  I 0.3127191 0.0000051  1.0315 0.0035  I     0.178    0.119    -0.150    0.037  0.160586  0.441767  0.3127484     0.207    -0.155  
15 712 57215.00 I  0.162970 0.000022  0.440623 0.000026  I 0.3117900 0.0000053  0.8262 0.0036  I     0.171    0.119    -0.121    0.025  0.162994  0.440573  0.3118268     0.205    -0.145  
15 713 57216.00 I  0.165631 0.000022  0.439493 0.000025  I 0.3110716 0.0000051  0.6061 0.0040  I     0.161    0.119    -0.107    0.031  0.165661  0.439443  0.3110995     0.187    -0.123  
15 714 57217.00 I  0.168178 0.000028  0.438511 0.000023  I 0.3105486 0.0000059  0.4735 0.0037  I     0.162    0.049    -0.107    0.028  0.168213  0.438468  0.3105492     0.194    -0.118  
15 715 57218.00 I  0.170369 0.000032  0.437555 0.000025  I 0.3101040 0.0000054  0.4026 0.0042  I     0.189    0.043    -0.115    0.034  0.170397  0.437517  0.3101196     0.218    -0.144  
15 716 57219.00 I  0.172161 0.000033  0.436336 0.000025  I 0.3097167 0.0000061  0.4119 0.0041  I     0.223    0.043    -0.118    0.034  0.172208  0.436311  0.3097187     0.242    -0.180  
15 717 57220.00 I  0.173827 0.000033  0.434995 0.000025  I 0.3092686 0.0000062  0.4561 0.0046  I     0.244    0.043    -0.126    0.034  0.173805  0.434926  0.3092781     0.262    -0.214  
15 718 57221.00 I  0.175660 0.000030  0.433918 0.000023  I 0.3088173 0.0000069  0.4618 0.0042  I     0.251    0.062    -0.145    0.047  0.175725  0.433888  0.3088115     0.274    -0.244  
15 719 57222.00 I  0.177356 0.000035  0.432960 0.000025  I 0.3083472 0.0000056  0.4609 0.0045  I     0.254    0.043    -0.166    0.037  0.177372  0.432915  0.3083407     0.277    -0.267  
15 720 57223.00 I  0.178826 0.000029  0.432122 0.000024  I 0.3078802 0.0000059  0.5059 0.0047  I     0.247    0.119    -0.196    0.037  0.178863  0.432065  0.3078559     0.252    -0.277  
15 721 57224.00 I  0.180059 0.000025  0.431355 0.000021  I 0.3073334 0.0000076  0.5570 0.0038  I     0.217    0.119    -0.241    0.028  0.180096  0.431333  0.3073444     0.255    -0.290  
15 722 57225.00 I  0.181062 0.000027  0.430453 0.000022  I 0.3067834 0.0000049  0.5566 0.0044  I     0.170    0.052    -0.264    0.027  0.181076  0.430395  0.3068111     0.212    -0.248  
15 723 57226.00 I  0.181998 0.000029  0.429601 0.000021  I 0.3062431 0.0000044  0.4877 0.0033  I     0.130    0.052    -0.248    0.027  0.182056  0.429555  0.3062963     0.154    -0.186  
15 724 57227.00 I  0.183059 0.000029  0.428808 0.000020  I 0.3057881 0.0000045  0.4787 0.0033  I     0.112    0.052    -0.207    0.027  0.183044  0.428769  0.3057998     0.090    -0.117  
15 725 57228.00 I  0.184449 0.000023  0.427903 0.000019  I 0.3052891 0.0000050  0.4597 0.0033  I     0.113    0.075    -0.183    0.024  0.184507  0.427851  0.3053001     0.124    -0.113  
15 726 57229.00 I  0.185837 0.000024  0.426821 0.000021  I 0.3048870 0.0000047  0.3857 0.0035  I     0.134    0.060    -0.190    0.018  0.185880  0.426790  0.3048770     0.187    -0.130  
15 727 57230.00 I  0.187320 0.000023  0.425476 0.000021  I 0.3044848 0.0000049  0.4102 0.0038  I     0.174    0.060    -0.207    0.018  0.187311  0.425434  0.3044891     0.222    -0.137  
15 728 57231.00 I  0.189199 0.000019  0.424170 0.000019  I 0.3040916 0.0000060  0.3597 0.0034  I     0.226    0.119    -0.220    0.014  0.189252  0.424096  0.3040959     0.284    -0.161  
15 729 57232.00 I  0.191113 0.000017  0.422982 0.000020  I 0.3037364 0.0000047  0.3961 0.0038  I     0.231    0.040    -0.228    0.016  0.191134  0.422975  0.3037026     0.305    -0.181  
15 730 57233.00 I  0.192892 0.000015  0.421645 0.000019  I 0.3032642 0.0000047  0.5381 0.0036  I     0.202    0.040    -0.234    0.016  0.192933  0.421570  0.3032393     0.310    -0.202  
15 731 57234.00 I  0.194578 0.000015  0.420217 0.000018  I 0.3026502 0.0000054  0.7099 0.0042  I     0.159    0.040    -0.236    0.016  0.194603  0.420199  0.3026387     0.306    -0.221  
15 8 1 57235.00 I  0.196286 0.000012  0.418765 0.000015  I 0.3018351 0.0000069  0.9094 0.0041  I     0.131    0.081    -0.238    0.022  0.196321  0.418686  0.3018391     0.292    -0.237  
15 8 2 57236.00 I  0.198115 0.000015  0.417365 0.000016  I 0.3008390 0.0000063  1.0860 0.0041  I     0.120    0.081    -0.249    0.022  0.198136  0.417358  0.3008572     0.268    -0.247  
15 8 3 57237.00 I  0.200087 0.000020  0.415943 0.000023  I 0.2996786 0.0000046  1.2162 0.0042  I     0.119    0.060    -0.260    0.038  0.200125  0.415870  0.2996969     0.245    -0.272  
15 8 4 57238.00 I  0.202206 0.000019  0.414667 0.000022  I 0.2984440 0.0000057  1.2341 0.0034  I     0.118    0.069    -0.255    0.046  0.202223  0.414629  0.2984583     0.206    -0.258  
15 8 5 57239.00 I  0.204556 0.000024  0.413519 0.000023  I 0.2972146 0.0000050  1.2394 0.0036  I     0.111    0.045    -0.235    0.034  0.204573  0.413481  0.2972129     0.168    -0.240  
15 8 6 57240.00 I  0.206827 0.000024  0.412326 0.000024  I 0.2960057 0.0000045  1.1232 0.0033  I     0.086    0.045    -0.210    0.034  0.206879  0.412287  0.2960379     0.114    -0.209  
15 8 7 57241.00 I  0.208663 0.000024  0.411188 0.000023  I 0.2949933 0.0000044  0.9315 0.0031  I     0.048    0.119    -0.184    0.033  0.208670  0.411122  0.2950022     0.058    -0.175  
15 8 8 57242.00 I  0.209906 0.000022  0.410072 0.000024  I 0.2941137 0.0000043  0.8266 0.0033  I     0.019    0.119    -0.165    0.033  0.209976  0.410047  0.2941144     0.052    -0.161  
15 8 9 57243.00 I  0.210619 0.000019  0.408554 0.000017  I 0.2933484 0.0000050  0.6967 0.0033  I     0.013    0.119    -0.158    0.017  0.210618  0.408523  0.2933549     0.066    -0.157  
15 810 57244.00 I  0.211282 0.000023  0.406696 0.000017  I 0.2927128 0.0000051  0.5892 0.0037  I     0.018    0.119    -0.166    0.021  0.211310  0.406638  0.2927032     0.079    -0.164  
15 811 57245.00 I  0.212041 0.000019  0.405006 0.000015  I 0.2921337 0.0000054  0.5906 0.0036  I     0.039    0.119    -0.186    0.025  0.212085  0.404949  0.2921184     0.099    -0.166  
15 812 57246.00 I  0.212755 0.000020  0.403363 0.000015  I 0.2915293 0.0000050  0.5988 0.0037  I     0.061    0.119    -0.195    0.035  0.212794  0.403346  0.2915273     0.080    -0.236  
15 813 57247.00 I  0.213777 0.000020  0.401487 0.000015  I 0.2909147 0.0000050  0.6713 0.0035  I     0.097    0.119    -0.199    0.035  0.213778  0.401426  0.2908879     0.121    -0.224  
15 814 57248.00 I  0.215315 0.000021  0.399651 0.000016  I 0.2901807 0.0000050  0.7619 0.0035  I     0.131    0.119    -0.200    0.035  0.215354  0.399617  0.2901791     0.163    -0.203  
15 815 57249.00 I  0.216993 0.000024  0.398107 0.000017  I 0.2894121 0.0000049  0.7889 0.0036  I     0.151    0.119    -0.189    0.035  0.217028  0.398037  0.2894124     0.199    -0.182  
15 816 57250.00 I  0.218375 0.000021  0.396842 0.000018  I 0.2885970 0.0000051  0.8337 0.0035  I     0.164    0.119    -0.164    0.038  0.218413  0.396817  0.2886072     0.226    -0.161  
15 817 57251.00 I  0.219396 0.000023  0.395514 0.000019  I 0.2877553 0.0000051  0.8469 0.0043  I     0.173    0.119    -0.150    0.036  0.219397  0.395456  0.2877681     0.184    -0.203  
15 818 57252.00 I  0.219789 0.000021  0.394049 0.000019  I 0.2869194 0.0000068  0.8117 0.0038  I     0.164    0.119    -0.169    0.021  0.219890  0.394008  0.2869277     0.177    -0.188  
15 819 57253.00 I  0.219525 0.000023  0.392372 0.000024  I 0.2861234 0.0000055  0.8022 0.0045  I     0.142    0.119    -0.216    0.028  0.219491  0.392340  0.2861077     0.186    -0.175  
15 820 57254.00 I  0.219486 0.000024  0.390489 0.000024  I 0.2853004 0.0000058  0.8366 0.0040  I     0.128    0.119    -0.243    0.028  0.219542  0.390423  0.2852848     0.195    -0.163  
15 821 57255.00 I  0.220099 0.000021  0.388510 0.000024  I 0.2844602 0.0000059  0.8411 0.0040  I     0.119    0.119    -0.225    0.028  0.220088  0.388499  0.2844522     0.201    -0.149  
15 822 57256.00 I  0.221179 0.000019  0.386527 0.000023  I 0.2836318 0.0000055  0.8048 0.0040  I     0.106    0.119    -0.187    0.033  0.221253  0.386445  0.2836352     0.203    -0.135  
15 823 57257.00 I  0.222207 0.000020  0.384683 0.000026  I 0.2828563 0.0000054  0.7512 0.0039  I     0.095    0.119    -0.160    0.036  0.222230  0.384677  0.2828717     0.203    -0.122  
15 824 57258.00 I  0.223063 0.000024  0.382896 0.000025  I 0.2821067 0.0000054  0.7656 0.0039  I     0.104    0.119    -0.149    0.039  0.223102  0.382812  0.2821161     0.162    -0.159  
15 825 57259.00 I  0.224093 0.000023  0.381106 0.000021  I 0.2813037 0.0000056  0.8443 0.0035  I     0.134    0.119    -0.150    0.043  0.224084  0.381104  0.2813097     0.162    -0.130  
15 826 57260.00 I  0.225258 0.000023  0.379219 0.000025  I 0.2804205 0.0000045  0.9159 0.0037  I     0.165    0.119    -0.180    0.040  0.225323  0.379135  0.2804202     0.148    -0.147  
15 827 57261.00 I  0.225940 0.000022  0.377183 0.000025  I 0.2794582 0.0000049  1.0287 0.0034  I     0.180    0.119    -0.225    0.040  0.225984  0.377187  0.2794540     0.131    -0.174  
15 828 57262.00 I  0.226097 0.000022  0.375045 0.000024  I 0.2783404 0.0000052  1.2096 0.0036  I     0.172    0.119    -0.262    0.040  0.226099  0.374964  0.2783380     0.115    -0.203  
15 829 57263.00 I  0.226076 0.000020  0.373307 0.000021  I 0.2770367 0.0000052  1.3973 0.0044  I     0.148    0.119    -0.281    0.043  0.226138  0.373275  0.2770254     0.098    -0.229  
15 830 57264.00 I  0.225990 0.000015  0.371946 0.000022  I 0.2755299 0.0000070  1.6326 0.0044  I     0.120    0.119    -0.288    0.037  0.225982  0.371909  0.2755048     0.083    -0.251  
15 831 57265.00 I  0.226055 0.000013  0.370721 0.000023  I 0.2737945 0.0000071  1.7990 0.0064  I     0.094    0.119    -0.284    0.050  0.226111  0.370668  0.2738016     0.069    -0.278  
15 9 1 57266.00 I  0.226143 0.000013  0.369714 0.000017  I 0.2719826 0.0000106  1.8133 0.0050  I     0.068    0.119    -0.280    0.066  0.226169  0.369669  0.2719916     0.056    -0.281  
15 9 2 57267.00 I  0.226259 0.000021  0.368681 0.000026  I 0.2701877 0.0000070  1.7681 0.0063  I     0.051    0.119    -0.290    0.060  0.226295  0.368654  0.2701919     0.033    -0.081  
15 9 3 57268.00 I  0.226659 0.000022  0.367248 0.000027  I 0.2684908 0.0000067  1.5896 0.0048  I     0.052    0.119    -0.289    0.060  0.226662  0.367213  0.2685070     0.032    -0.080  
15 9 4 57269.00 I  0.227364 0.000022  0.365763 0.000027  I 0.2670117 0.0000067  1.4015 0.0040  I     0.065    0.119    -0.253    0.059  0.227407  0.365691  0.2670035     0.033    -0.081  
15 9 5 57270.00 I  0.227836 0.000022  0.364628 0.000025  I 0.2656697 0.0000045  1.2676 0.0041  I     0.075    0.119    -0.204    0.086  0.227896  0.364613  0.2656947     0.033    -0.080  
15 9 6 57271.00 I  0.227958 0.000022  0.363342 0.000025  I 0.2644707 0.0000046  1.1510 0.0032  I     0.091    0.119    -0.181    0.048  0.227942  0.363295  0.2644795     0.032    -0.080  
15 9 7 57272.00 I  0.228033 0.000023  0.361842 0.000030  I 0.2633544 0.0000046  1.0743 0.0033  I     0.116    0.119    -0.192    0.031  0.228105  0.361788  0.2633532     0.032    -0.081  
15 9 8 57273.00 I  0.227868 0.000021  0.360245 0.000023  I 0.2623069 0.0000048  1.0432 0.0032  I     0.134    0.119    -0.209    0.028  0.227871  0.360211  0.2622934     0.032    -0.080  
15 9 9 57274.00 I  0.227391 0.000020  0.358395 0.000024  I 0.2612495 0.0000044  1.0675 0.0033  I     0.132    0.119    -0.215    0.036  0.227443  0.358353  0.2612369     0.032    -0.080  
15 910 57275.00 I  0.226629 0.000021  0.356495 0.000026  I 0.2601899 0.0000045  1.0379 0.0031  I     0.112    0.119    -0.218    0.036  0.226649  0.356431  0.2601910     0.032    -0.080  
15 911 57276.00 I  0.225669 0.000023  0.354551 0.000027  I 0.2591450 0.0000044  1.0944 0.0032  I     0.083    0.119    -0.222    0.035  0.225725  0.354551  0.2591332     0.125    -0.220  
15 912 57277.00 I  0.224960 0.000023  0.352392 0.000028  I 0.2579669 0.0000045  1.2536 0.0031  I     0.052    0.119    -0.220    0.035  0.224935  0.352307  0.2579611     0.107    -0.217  
15 913 57278.00 I  0.224803 0.000025  0.350385 0.000025  I 0.2566699 0.0000044  1.3166 0.0032  I     0.029    0.119    -0.204    0.034  0.224867  0.350359  0.2566890     0.088    -0.213  
15 914 57279.00 I  0.224777 0.000021  0.348444 0.000024  I 0.2553565 0.0000045  1.3111 0.0034  I     0.020    0.119    -0.187    0.034  0.224791  0.348407  0.2553816     0.061    -0.228  
15 915 57280.00 I  0.224596 0.000021  0.346660 0.000022  I 0.2540443 0.0000052  1.3158 0.0031  I     0.017    0.119    -0.187    0.022  0.224634  0.346585  0.2540451     0.033    -0.211  
15 916 57281.00 I  0.224210 0.000025  0.345211 0.000021  I 0.2527381 0.0000042  1.2809 0.0033  I     0.010    0.119    -0.191    0.020  0.224230  0.345198  0.2527345     0.015    -0.188  
15 917 57282.00 I  0.223485 0.000025  0.343801 0.000019  I 0.2514973 0.0000041  1.2016 0.0029  I     0.009    0.119    -0.183    0.020  0.223541  0.343716  0.2514939     0.000    -0.162  
15 918 57283.00 I  0.222435 0.000024  0.342285 0.000018  I 0.2503135 0.0000041  1.1865 0.0029  I     0.019    0.119    -0.150    0.020  0.222447  0.342284  0.2503038    -0.012    -0.131  
15 919 57284.00 I  0.221411 0.000022  0.340465 0.000017  I 0.2491265 0.0000042  1.1647 0.0025  I     0.033    0.119    -0.114    0.012  0.221427  0.340385  0.2491310     0.001    -0.122  
15 920 57285.00 I  0.220463 0.000023  0.338482 0.000022  I 0.2479689 0.0000030  1.1884 0.0026  I     0.050    0.119    -0.097    0.023  0.220525  0.338462  0.2479678     0.025    -0.121  
15 921 57286.00 I  0.219492 0.000022  0.336322 0.000022  I 0.2467422 0.0000029  1.2345 0.0021  I     0.074    0.119    -0.104    0.024  0.219494  0.336271  0.2467838     0.089    -0.138  
15 922 57287.00 I  0.218770 0.000016  0.334123 0.000023  I 0.2455004 0.0000029  1.2790 0.0025  I     0.097    0.119    -0.135    0.030  0.218814  0.334069  0.2455444     0.113    -0.141  
15 923 57288.00 I  0.218332 0.000021  0.332079 0.000031  I 0.2441690 0.0000040  1.3693 0.0025  I     0.107    0.119    -0.190    0.039  0.218349  0.332056  0.2441986     0.106    -0.155  
15 924 57289.00 I  0.218125 0.000021  0.330044 0.000031  I 0.2427540 0.0000040  1.4832 0.0028  I     0.104    0.119    -0.245    0.046  0.218170  0.329985  0.2427444     0.087    -0.171  
15 925 57290.00 I  0.218124 0.000021  0.328316 0.000030  I 0.2411731 0.0000040  1.6855 0.0032  I     0.089    0.119    -0.269    0.046  0.218118  0.328243  0.2411481     0.065    -0.187  
15 926 57291.00 I  0.218104 0.000020  0.326779 0.000027  I 0.2393700 0.0000050  1.9268 0.0027  I     0.060    0.041    -0.254    0.066  0.218156  0.326762  0.2393473     0.039    -0.199  
15 927 57292.00 I  0.217564 0.000021  0.325210 0.000028  I 0.2373411 0.0000035  2.1032 0.0031  I     0.024    0.119    -0.224    0.042  0.217597  0.325127  0.2373405     0.014    -0.205  
15 928 57293.00 I  0.216236 0.000020  0.323464 0.000027  I 0.2352134 0.0000035  2.1301 0.0020  I    -0.007    0.119    -0.195    0.042  0.216278  0.323469  0.2352190    -0.008    -0.209  
15 929 57294.00 I  0.214306 0.000016  0.321280 0.000019  I 0.2331172 0.0000020  2.0479 0.0022  I    -0.030    0.119    -0.169    0.036  0.214331  0.321192  0.2331205    -0.029    -0.203  
15 930 57295.00 I  0.212130 0.000018  0.318753 0.000020  I 0.2311406 0.0000025  1.8965 0.0015  I    -0.029    0.119    -0.196    0.026  0.212183  0.318763  0.2311416     0.033    -0.081  
1510 1 57296.00 I  0.210289 0.000019  0.316069 0.000020  I 0.2293465 0.0000023  1.6780 0.0017  I    -0.007    0.119    -0.235    0.026  0.210278  0.315981  0.2293549     0.032    -0.080  
1510 2 57297.00 I  0.209432 0.000020  0.313803 0.000020  I 0.2277940 0.0000023  1.4312 0.0020  I     0.025    0.119    -0.237    0.025  0.209447  0.313763  0.2278026     0.033    -0.081  
1510 3 57298.00 I  0.209251 0.000019  0.312014 0.000018  I 0.2264552 0.0000033  1.2710 0.0018  I     0.025    0.119    -0.178    0.023  0.209314  0.311975  0.2264602     0.032    -0.081  
1510 4 57299.00 I  0.208988 0.000024  0.310090 0.000020  I 0.2252218 0.0000027  1.2014 0.0022  I     0.015    0.119    -0.122    0.027  0.209014  0.310069  0.2252260     0.032    -0.081  
1510 5 57300.00 I  0.208601 0.000022  0.308072 0.000018  I 0.2240185 0.0000028  1.2333 0.0019  I     0.016    0.119    -0.106    0.028  0.208614  0.307990  0.2240132     0.044    -0.127  
1510 6 57301.00 I  0.208103 0.000021  0.306315 0.000015  I 0.2227403 0.0000026  1.3097 0.0022  I     0.032    0.119    -0.114    0.046  0.208154  0.306299  0.2227487     0.057    -0.124  
1510 7 57302.00 I  0.207392 0.000023  0.304733 0.000020  I 0.2214052 0.0000034  1.3678 0.0022  I     0.053    0.119    -0.126    0.037  0.207395  0.304679  0.2214176     0.033    -0.081  
1510 8 57303.00 I  0.206644 0.000022  0.303305 0.000021  I 0.2200153 0.0000036  1.3941 0.0025  I     0.079    0.119    -0.144    0.037  0.206676  0.303260  0.2200254     0.033    -0.081  
1510 9 57304.00 I  0.205714 0.000022  0.302055 0.000020  I 0.2185954 0.0000036  1.4853 0.0029  I     0.109    0.119    -0.170    0.037  0.205738  0.302016  0.2185837     0.032    -0.080  
151010 57305.00 I  0.204175 0.000017  0.300735 0.000017  I 0.2170496 0.0000045  1.5617 0.0030  I     0.126    0.119    -0.190    0.047  0.204243  0.300705  0.2170610     0.032    -0.081  
