16 716 57585.00 I  0.184902 0.000012  0.466778 0.000013  I-0.2200548 0.0000055  0.0038 0.0032  I     0.245    0.119    -0.069    0.018  0.184908  0.466714 -0.2200630     0.124    -0.149  
16 717 57586.00 I  0.187162 0.000014  0.465542 0.000015  I-0.2200402 0.0000046 -0.0254 0.0034  I     0.237    0.119    -0.083    0.035  0.187160  0.465516 -0.2200451     0.132    -0.157  
16 718 57587.00 I  0.189614 0.000013  0.464330 0.000015  I-0.2200136 0.0000041 -0.0256 0.0034  I     0.224    0.119    -0.092    0.035  0.189629  0.464286 -0.2200336     0.141    -0.166  
16 719 57588.00 I  0.192140 0.000011  0.463126 0.000014  I-0.2200052 0.0000051  0.0229 0.0028  I     0.216    0.119    -0.096    0.046  0.192218  0.463087 -0.2200072     0.149    -0.173  
16 720 57589.00 I  0.194330 0.000023  0.462023 0.000015  I-0.2200768 0.0000037  0.1235 0.0034  I     0.210    0.119    -0.088    0.041  0.194398  0.461969 -0.2200787     0.147    -0.174  
16 721 57590.00 I  0.196189 0.000023  0.460953 0.000015  I-0.2202578 0.0000044  0.2408 0.0030  I     0.195    0.119    -0.069    0.041  0.196209  0.460950 -0.2202607     0.142    -0.174  
16 722 57591.00 I  0.198099 0.000023  0.459791 0.000015  I-0.2205614 0.0000048  0.3671 0.0039  I     0.173    0.119    -0.062    0.041  0.198086  0.459731 -0.2205736     0.140    -0.173  
16 723 57592.00 I  0.200157 0.000022  0.458663 0.000013  I-0.2209785 0.0000065  0.4530 0.0030  I     0.159    0.119    -0.086    0.033  0.200181  0.458616 -0.2209836     0.136    -0.173  
16 724 57593.00 I  0.202210 0.000024  0.457630 0.000015  I-0.2214576 0.0000036  0.5094 0.0037  I     0.156    0.119    -0.111    0.020  0.202241  0.457580 -0.2214412     0.131    -0.172  
16 725 57594.00 I  0.204210 0.000024  0.456734 0.000017  I-0.2220028 0.0000036  0.5821 0.0025  I     0.160    0.119    -0.112    0.020  0.204257  0.456654 -0.2220002     0.127    -0.144  
16 726 57595.00 I  0.206016 0.000013  0.456006 0.000019  I-0.2226080 0.0000036  0.6132 0.0025  I     0.161    0.119    -0.096    0.015  0.206121  0.455997 -0.2225987     0.124    -0.167  
16 727 57596.00 I  0.207462 0.000014  0.455165 0.000020  I-0.2232088 0.0000034  0.5830 0.0023  I     0.165    0.119    -0.086    0.018  0.207505  0.455132 -0.2232011     0.124    -0.163  
16 728 57597.00 I  0.208762 0.000013  0.454249 0.000020  I-0.2237678 0.0000030  0.5341 0.0023  I     0.176    0.119    -0.080    0.018  0.208804  0.454230 -0.2237757     0.123    -0.151  
16 729 57598.00 I  0.210091 0.000014  0.453170 0.000023  I-0.2242739 0.0000030  0.4759 0.0034  I     0.188    0.119    -0.057    0.018  0.210095  0.453169 -0.2242930     0.122    -0.141  
16 730 57599.00 I  0.211408 0.000012  0.451913 0.000024  I-0.2247189 0.0000062  0.4155 0.0035  I     0.191    0.119    -0.030    0.027  0.211489  0.451842 -0.2247073     0.121    -0.129  
16 731 57600.00 I  0.212493 0.000021  0.450637 0.000023  I-0.2251063 0.0000063  0.3592 0.0044  I     0.185    0.045    -0.024    0.034  0.212567  0.450630 -0.2250793     0.119    -0.117  
16 8 1 57601.00 I  0.213085 0.000023  0.449407 0.000023  I-0.2254550 0.0000063  0.3562 0.0049  I     0.176    0.045    -0.034    0.034  0.213191  0.449351 -0.2254321     0.118    -0.106  
16 8 2 57602.00 I  0.213400 0.000023  0.447984 0.000023  I-0.2258489 0.0000074  0.4440 0.0041  I     0.171    0.062    -0.039    0.042  0.213304  0.448071 -0.2258343     0.119    -0.095  
16 8 3 57603.00 I  0.214330 0.000025  0.446206 0.000023  I-0.2263468 0.0000051  0.5431 0.0045  I     0.172    0.070    -0.033    0.032  0.214358  0.446083 -0.2263575     0.121    -0.096  
16 8 4 57604.00 I  0.215745 0.000025  0.444660 0.000024  I-0.2269269 0.0000051  0.6176 0.0037  I     0.176    0.070    -0.026    0.032  0.215792  0.444685 -0.2269202     0.123    -0.101  
16 8 5 57605.00 I  0.217112 0.000025  0.443361 0.000025  I-0.2275754 0.0000053  0.6722 0.0035  I     0.183    0.070    -0.021    0.032  0.217119  0.443279 -0.2275827     0.126    -0.106  
16 8 6 57606.00 I  0.218331 0.000018  0.442098 0.000025  I-0.2282625 0.0000049  0.7004 0.0035  I     0.193    0.078    -0.011    0.014  0.218386  0.442123 -0.2282619     0.128    -0.110  
16 8 7 57607.00 I  0.219404 0.000016  0.440642 0.000026  I-0.2289710 0.0000047  0.7129 0.0034  I     0.198    0.040    -0.008    0.018  0.219400  0.440574 -0.2289634     0.131    -0.115  
16 8 8 57608.00 I  0.220515 0.000015  0.439150 0.000027  I-0.2296808 0.0000047  0.7029 0.0036  I     0.189    0.040    -0.027    0.018  0.220583  0.439103 -0.2296718     0.145    -0.121  
16 8 9 57609.00 I  0.221601 0.000013  0.437701 0.000026  I-0.2303739 0.0000055  0.6841 0.0034  I     0.169    0.119    -0.057    0.019  0.221589  0.437692 -0.2303625     0.141    -0.138  
16 810 57610.00 I  0.222580 0.000014  0.436117 0.000024  I-0.2310361 0.0000049  0.6265 0.0037  I     0.149    0.119    -0.070    0.032  0.222638  0.436069 -0.2310476     0.135    -0.165  
16 811 57611.00 I  0.223401 0.000015  0.434290 0.000019  I-0.2316136 0.0000050  0.5289 0.0034  I     0.140    0.119    -0.065    0.032  0.223407  0.434281 -0.2316284     0.128    -0.196  
16 812 57612.00 I  0.224349 0.000016  0.432107 0.000018  I-0.2320900 0.0000047  0.4194 0.0036  I     0.133    0.119    -0.073    0.032  0.224367  0.432053 -0.2320804     0.119    -0.226  
16 813 57613.00 I  0.225387 0.000015  0.429814 0.000013  I-0.2324515 0.0000052  0.3071 0.0036  I     0.121    0.049    -0.114    0.046  0.225439  0.429785 -0.2324432     0.110    -0.257  
16 814 57614.00 I  0.225946 0.000016  0.427483 0.000013  I-0.2327222 0.0000055  0.2487 0.0042  I     0.113    0.049    -0.169    0.046  0.225998  0.427451 -0.2327313     0.103    -0.287  
16 815 57615.00 I  0.226140 0.000016  0.425021 0.000020  I-0.2329829 0.0000065  0.2921 0.0076  I     0.121    0.059    -0.213    0.063  0.226133  0.425003 -0.2329816     0.084    -0.253  
16 816 57616.00 I  0.226426 0.000014  0.422514 0.000019  I-0.2333309 0.0000141  0.4089 0.0050  I     0.142    0.072    -0.237    0.082  0.226465  0.422460 -0.2333170     0.084    -0.311  
16 817 57617.00 I  0.226692 0.000016  0.420262 0.000021  I-0.2338037 0.0000076  0.5346 0.0081  I     0.171    0.065    -0.236    0.068  0.226721  0.420211 -0.2337884     0.085    -0.369  
16 818 57618.00 I  0.226919 0.000015  0.418171 0.000020  I-0.2344181 0.0000078  0.7142 0.0054  I     0.203    0.065    -0.204    0.068  0.226917  0.418138 -0.2344143     0.148    -0.187  
16 819 57619.00 I  0.227282 0.000016  0.416166 0.000021  I-0.2352412 0.0000077  0.9212 0.0054  I     0.227    0.065    -0.163    0.068  0.227327  0.416103 -0.2352406     0.221    -0.162  
16 820 57620.00 I  0.227526 0.000015  0.414242 0.000023  I-0.2362369 0.0000076  1.0573 0.0048  I     0.228    0.065    -0.149    0.068  0.227569  0.414253 -0.2362207     0.220    -0.170  
16 821 57621.00 I  0.227663 0.000015  0.412258 0.000026  I-0.2373302 0.0000056  1.1167 0.0044  I     0.207    0.048    -0.151    0.043  0.227662  0.412192 -0.2373304     0.192    -0.166  
16 822 57622.00 I  0.227866 0.000015  0.410235 0.000027  I-0.2384517 0.0000045  1.1203 0.0040  I     0.172    0.048    -0.139    0.043  0.227893  0.410262 -0.2384286     0.165    -0.164  
16 823 57623.00 I  0.228322 0.000011  0.407971 0.000026  I-0.2395540 0.0000056  1.0736 0.0030  I     0.124    0.119    -0.113    0.150  0.228268  0.407929 -0.2395340     0.136    -0.159  
16 824 57624.00 I  0.229206 0.000013  0.405790 0.000029  I-0.2405816 0.0000041  0.9749 0.0035  I     0.068    0.119    -0.101    0.012  0.229234  0.405703 -0.2405792     0.130    -0.163  
16 825 57625.00 I  0.230281 0.000014  0.403878 0.000030  I-0.2415034 0.0000042  0.8751 0.0030  I     0.025    0.119    -0.113    0.012  0.230287  0.403864 -0.2415054     0.129    -0.170  
16 826 57626.00 I  0.231389 0.000016  0.401994 0.000027  I-0.2423342 0.0000044  0.7824 0.0034  I     0.015    0.119    -0.129    0.012  0.231434  0.401955 -0.2423223     0.129    -0.177  
16 827 57627.00 I  0.232521 0.000016  0.399920 0.000023  I-0.2430714 0.0000054  0.6994 0.0038  I     0.041    0.119    -0.138    0.014  0.232515  0.399947 -0.2430489     0.129    -0.183  
16 828 57628.00 I  0.233729 0.000019  0.397747 0.000027  I-0.2437367 0.0000061  0.6276 0.0041  I     0.082    0.119    -0.145    0.022  0.233795  0.397629 -0.2437170     0.129    -0.190  
16 829 57629.00 I  0.234712 0.000020  0.395691 0.000026  I-0.2443408 0.0000062  0.5984 0.0055  I     0.118    0.119    -0.151    0.022  0.234778  0.395756 -0.2443293     0.129    -0.197  
16 830 57630.00 I  0.235400 0.000019  0.393368 0.000025  I-0.2449675 0.0000092  0.6712 0.0045  I     0.145    0.119    -0.145    0.029  0.235414  0.393302 -0.2449645     0.128    -0.203  
16 831 57631.00 I  0.235949 0.000022  0.391106 0.000024  I-0.2456875 0.0000065  0.7567 0.0055  I     0.163    0.119    -0.123    0.025  0.235994  0.391019 -0.2456864     0.115    -0.191  
16 9 1 57632.00 I  0.236452 0.000020  0.389340 0.000024  I-0.2464689 0.0000062  0.8060 0.0045  I     0.167    0.119    -0.094    0.025  0.236472  0.389221 -0.2464507     0.097    -0.172  
16 9 2 57633.00 I  0.236801 0.000020  0.388089 0.000020  I-0.2472998 0.0000061  0.8562 0.0041  I     0.160    0.119    -0.062    0.025  0.236917  0.388023 -0.2472648     0.080    -0.153  
16 9 3 57634.00 I  0.236616 0.000016  0.387068 0.000014  I-0.2481844 0.0000055  0.9156 0.0039  I     0.150    0.119    -0.023    0.015  0.236689  0.387089 -0.2481694     0.062    -0.134  
16 9 4 57635.00 I  0.235982 0.000016  0.385752 0.000014  I-0.2491267 0.0000050  0.9623 0.0034  I     0.139    0.119     0.008    0.015  0.236047  0.385769 -0.2491250     0.045    -0.116  
16 9 5 57636.00 I  0.235165 0.000023  0.384066 0.000017  I-0.2500942 0.0000041  0.9648 0.0035  I     0.121    0.049     0.002    0.077  0.235162  0.384058 -0.2500891     0.028    -0.102  
16 9 6 57637.00 I  0.234557 0.000019  0.382167 0.000017  I-0.2510404 0.0000048  0.9195 0.0027  I     0.106    0.066    -0.040    0.131  0.234520  0.382142 -0.2510317     0.011    -0.084  
16 9 7 57638.00 I  0.234369 0.000024  0.380155 0.000020  I-0.2519268 0.0000034  0.8551 0.0030  I     0.118    0.056    -0.079    0.068  0.234348  0.380143 -0.2519171     0.006    -0.058  
16 9 8 57639.00 I  0.234460 0.000025  0.377976 0.000019  I-0.2527540 0.0000036  0.8011 0.0025  I     0.162    0.056    -0.099    0.068  0.234472  0.377961 -0.2527518     0.027    -0.082  
16 9 9 57640.00 I  0.234677 0.000025  0.375790 0.000019  I-0.2535187 0.0000036  0.7162 0.0025  I     0.207    0.056    -0.121    0.068  0.234739  0.375707 -0.2535144     0.056    -0.117  
16 910 57641.00 I  0.234640 0.000025  0.373783 0.000020  I-0.2542016 0.0000035  0.6770 0.0033  I     0.232    0.056    -0.162    0.068  0.234677  0.373773 -0.2541955     0.086    -0.152  
16 911 57642.00 I  0.234678 0.000026  0.371801 0.000022  I-0.2549000 0.0000055  0.7196 0.0033  I     0.246    0.044    -0.201    0.024  0.234635  0.371737 -0.2548795     0.116    -0.188  
16 912 57643.00 I  0.235111 0.000026  0.369854 0.000023  I-0.2556405 0.0000056  0.7611 0.0061  I     0.261    0.044    -0.210    0.024  0.235150  0.369842 -0.2556315     0.145    -0.223  
16 913 57644.00 I  0.235694 0.000021  0.367919 0.000020  I-0.2564151 0.0000108  0.7812 0.0044  I     0.266    0.119    -0.190    0.013  0.235702  0.367858 -0.2563977     0.175    -0.259  
16 914 57645.00 I  0.236063 0.000023  0.366152 0.000021  I-0.2572457 0.0000067  0.9296 0.0063  I     0.251    0.119    -0.158    0.015  0.236140  0.366120 -0.2572526     0.146    -0.248  
16 915 57646.00 I  0.236352 0.000023  0.364420 0.000023  I-0.2583036 0.0000066  1.1660 0.0047  I     0.223    0.119    -0.124    0.015  0.236299  0.364419 -0.2583099     0.098    -0.223  
16 916 57647.00 I  0.236858 0.000023  0.362510 0.000023  I-0.2595533 0.0000066  1.3294 0.0043  I     0.189    0.119    -0.092    0.015  0.236935  0.362487 -0.2595654     0.049    -0.198  
16 917 57648.00 I  0.237282 0.000015  0.360574 0.000017  I-0.2609447 0.0000056  1.4397 0.0039  I     0.154    0.119    -0.070    0.016  0.237304  0.360527 -0.2609397     0.002    -0.173  
16 918 57649.00 I  0.237497 0.000020  0.358772 0.000018  I-0.2624131 0.0000043  1.4913 0.0035  I     0.115    0.064    -0.059    0.021  0.237599  0.358716 -0.2623923    -0.047    -0.147  
16 919 57650.00 I  0.237468 0.000021  0.357020 0.000018  I-0.2639097 0.0000042  1.4903 0.0031  I     0.079    0.064    -0.050    0.021  0.237480  0.357023 -0.2638949    -0.094    -0.122  
16 920 57651.00 I  0.237291 0.000019  0.355140 0.000018  I-0.2653741 0.0000045  1.4305 0.0030  I     0.054    0.109    -0.046    0.023  0.237348  0.355106 -0.2653634    -0.142    -0.097  
16 921 57652.00 I  0.236948 0.000019  0.353135 0.000018  I-0.2667490 0.0000042  1.3054 0.0031  I     0.048    0.072    -0.048    0.025  0.236960  0.353136 -0.2667541    -0.119    -0.103  
16 922 57653.00 I  0.236603 0.000019  0.351019 0.000017  I-0.2679827 0.0000042  1.1736 0.0030  I     0.056    0.072    -0.050    0.025  0.236630  0.350957 -0.2679836    -0.076    -0.119  
16 923 57654.00 I  0.236300 0.000018  0.348986 0.000017  I-0.2691163 0.0000042  1.1021 0.0034  I     0.077    0.072    -0.050    0.025  0.236354  0.348962 -0.2691070    -0.034    -0.134  
16 924 57655.00 I  0.235717 0.000017  0.346907 0.000014  I-0.2701979 0.0000053  1.0637 0.0031  I     0.112    0.040    -0.055    0.028  0.235756  0.346910 -0.2701936     0.009    -0.149  
16 925 57656.00 I  0.235144 0.000021  0.344580 0.000016  I-0.2712649 0.0000045  1.0889 0.0035  I     0.152    0.119    -0.071    0.039  0.235125  0.344548 -0.2712425     0.050    -0.165  
16 926 57657.00 I  0.234774 0.000021  0.342203 0.000017  I-0.2723928 0.0000046  1.1652 0.0035  I     0.178    0.119    -0.090    0.039  0.234841  0.342161 -0.2723752     0.109    -0.176  
16 927 57658.00 I  0.234179 0.000020  0.339749 0.000014  I-0.2735853 0.0000054  1.2113 0.0031  I     0.187    0.119    -0.102    0.045  0.234186  0.339769 -0.2735790     0.149    -0.191  
16 928 57659.00 I  0.233715 0.000020  0.337048 0.000015  I-0.2748224 0.0000042  1.2782 0.0034  I     0.191    0.119    -0.114    0.035  0.233624  0.336981 -0.2748204     0.149    -0.199  
16 929 57660.00 I  0.233891 0.000021  0.334547 0.000016  I-0.2761580 0.0000040  1.3940 0.0029  I     0.192    0.119    -0.129    0.035  0.233922  0.334418 -0.2761489     0.138    -0.205  
16 930 57661.00 I  0.234055 0.000017  0.332668 0.000019  I-0.2775826 0.0000040  1.4263 0.0030  I     0.184    0.119    -0.138    0.035  0.234157  0.332598 -0.2775772     0.129    -0.211  
1610 1 57662.00 I  0.233612 0.000009  0.331078 0.000019  I-0.2789869 0.0000045  1.3874 0.0030  I     0.172    0.119    -0.129    0.018  0.233710  0.331033 -0.2789856     0.119    -0.217  
1610 2 57663.00 I  0.232637 0.000010  0.329555 0.000018  I-0.2803476 0.0000044  1.3191 0.0031  I     0.160    0.119    -0.115    0.018  0.232703  0.329531 -0.2803453     0.108    -0.223  
1610 3 57664.00 I  0.231299 0.000021  0.327916 0.000020  I-0.2816116 0.0000042  1.2102 0.0034  I     0.142    0.119    -0.123    0.039  0.231388  0.327920 -0.2816152     0.100    -0.227  
1610 4 57665.00 I  0.229551 0.000020  0.326242 0.000021  I-0.2827807 0.0000051  1.1393 0.0030  I     0.118    0.119    -0.154    0.053  0.229633  0.326142 -0.2827883     0.089    -0.234  
1610 5 57666.00 I  0.227418 0.000023  0.324702 0.000025  I-0.2838972 0.0000044  1.0895 0.0033  I     0.102    0.119    -0.172    0.058  0.227445  0.324728 -0.2839001     0.075    -0.243  
1610 6 57667.00 I  0.225280 0.000023  0.323036 0.000026  I-0.2849525 0.0000042  1.0180 0.0030  I     0.098    0.119    -0.147    0.058  0.225248  0.322950 -0.2849592     0.069    -0.203  
1610 7 57668.00 I  0.223415 0.000023  0.321391 0.000027  I-0.2859417 0.0000042  0.9721 0.0029  I     0.094    0.119    -0.106    0.058  0.223420  0.321404 -0.2859455     0.063    -0.150  
1610 8 57669.00 I  0.221824 0.000024  0.319602 0.000027  I-0.2869082 0.0000041  0.9608 0.0030  I     0.094    0.119    -0.098    0.058  0.221736  0.319559 -0.2869081     0.086    -0.140  
1610 9 57670.00 I  0.220953 0.000015  0.317769 0.000025  I-0.2878804 0.0000043  1.0006 0.0030  I     0.109    0.119    -0.115    0.065  0.220903  0.317727 -0.2878658     0.117    -0.147  
161010 57671.00 I  0.220792 0.000017  0.315982 0.000025  I-0.2889394 0.0000043  1.1302 0.0032  I     0.140    0.043    -0.128    0.050  0.220796  0.315984 -0.2889328     0.138    -0.150  
161011 57672.00 I  0.220716 0.000013  0.314148 0.000020  I-0.2901589 0.0000047  1.3141 0.0035  I     0.165    0.051    -0.126    0.040  0.220783  0.314038 -0.2901511     0.167    -0.156  
161012 57673.00 I  0.220460 0.000016  0.312555 0.000017  I-0.2915725 0.0000054  1.5129 0.0036  I     0.170    0.119    -0.119    0.030  0.220486  0.312507 -0.2915676     0.202    -0.164  
161013 57674.00 I  0.220004 0.000016  0.311310 0.000016  I-0.2931887 0.0000055  1.7238 0.0039  I     0.159    0.119    -0.110    0.030  0.220125  0.311194 -0.2931858     0.196    -0.155  
161014 57675.00 I  0.218997 0.000015  0.310358 0.000017  I-0.2950190 0.0000055  1.9315 0.0039  I     0.145    0.119    -0.098    0.030  0.219087  0.310363 -0.2950257     0.181    -0.142  
161015 57676.00 I  0.217375 0.000015  0.309281 0.000017  I-0.2970286 0.0000055  2.0701 0.0039  I     0.139    0.119    -0.081    0.030  0.217450  0.309273 -0.2970388     0.165    -0.129  
161016 57677.00 I  0.215456 0.000020  0.307900 0.000018  I-0.2991222 0.0000054  2.0978 0.0039  I     0.139    0.119    -0.060    0.028  0.215478  0.307920 -0.2991251     0.150    -0.115  
161017 57678.00 I  0.213495 0.000019  0.306143 0.000020  I-0.3011822 0.0000055  1.9994 0.0037  I     0.135    0.119    -0.043    0.028  0.213493  0.306154 -0.3011774     0.119    -0.120  
161018 57679.00 I  0.211722 0.000016  0.304099 0.000021  I-0.3031009 0.0000050  1.8407 0.0038  I     0.126    0.119    -0.061    0.031  0.211726  0.304035 -0.3031004     0.115    -0.097  
161019 57680.00 I  0.209946 0.000021  0.302131 0.000023  I-0.3048653 0.0000053  1.6871 0.0036  I     0.123    0.119    -0.120    0.047  0.210013  0.302114 -0.3048682     0.107    -0.096  
161020 57681.00 I  0.208050 0.000024  0.300103 0.000023  I-0.3064685 0.0000052  1.5137 0.0038  I     0.130    0.119    -0.173    0.047  0.208059  0.300051 -0.3064760     0.114    -0.101  
161021 57682.00 I  0.206165 0.000026  0.298211 0.000025  I-0.3079154 0.0000054  1.4083 0.0044  I     0.138    0.119    -0.178    0.047  0.206220  0.298124 -0.3079303     0.120    -0.105  
161022 57683.00 I  0.204272 0.000023  0.296497 0.000028  I-0.3093237 0.0000071  1.4187 0.0037  I     0.149    0.119    -0.151    0.069  0.204234  0.296491 -0.3093373     0.126    -0.109  
161023 57684.00 I  0.202747 0.000027  0.294870 0.000028  I-0.3107534 0.0000051  1.4308 0.0044  I     0.167    0.119    -0.129    0.042  0.202737  0.294748 -0.3107499     0.131    -0.113  
161024 57685.00 I  0.201413 0.000027  0.293514 0.000026  I-0.3121760 0.0000051  1.4151 0.0035  I     0.180    0.119    -0.114    0.042  0.201485  0.293563 -0.3121853     0.047    -0.413  
161025 57686.00 I  0.200023 0.000024  0.291849 0.000024  I-0.3136003 0.0000047  1.4495 0.0035  I     0.173    0.119    -0.098    0.020  0.199996  0.291844 -0.3136034     0.125    -0.185  
161026 57687.00 I  0.198701 0.000024  0.289925 0.000022  I-0.3150733 0.0000047  1.4788 0.0033  I     0.149    0.119    -0.099    0.022  0.198817  0.289847 -0.3150837     0.157    -0.117  
161027 57688.00 I  0.196981 0.000022  0.288270 0.000022  I-0.3165432 0.0000046  1.4639 0.0032  I     0.126    0.119    -0.124    0.022  0.197049  0.288207 -0.3165577     0.161    -0.125  
161028 57689.00 I  0.194861 0.000022  0.286810 0.000018  I-0.3180114 0.0000042  1.4800 0.0035  I     0.112    0.119    -0.150    0.022  0.194877  0.286749 -0.3180238     0.163    -0.131  
161029 57690.00 I  0.192936 0.000018  0.285546 0.000015  I-0.3195061 0.0000053  1.5048 0.0030  I     0.115    0.119    -0.144    0.023  0.192868  0.285462 -0.3195011     0.168    -0.138  
161030 57691.00 I  0.191485 0.000025  0.284598 0.000017  I-0.3210059 0.0000044  1.4841 0.0034  I     0.135    0.119    -0.116    0.019  0.191533  0.284560 -0.3209768     0.171    -0.145  
161031 57692.00 I  0.190108 0.000026  0.283645 0.000020  I-0.3224563 0.0000043  1.4093 0.0030  I     0.165    0.119    -0.096    0.019  0.190141  0.283654 -0.3224586     0.173    -0.158  
1611 1 57693.00 I  0.188711 0.000024  0.282541 0.000020  I-0.3238259 0.0000041  1.3387 0.0031  I     0.185    0.119    -0.103    0.016  0.188741  0.282469 -0.3238253     0.177    -0.165  
1611 2 57694.00 I  0.187240 0.000025  0.281563 0.000021  I-0.3251397 0.0000046  1.2861 0.0034  I     0.188    0.119    -0.129    0.033  0.187251  0.281561 -0.3251438     0.189    -0.222  
1611 3 57695.00 I  0.185936 0.000024  0.280485 0.000019  I-0.3264006 0.0000055  1.2408 0.0037  I     0.175    0.119    -0.153    0.033  0.185888  0.280438 -0.3264000     0.211    -0.299  
1611 4 57696.00 I  0.184997 0.000023  0.279504 0.000019  I-0.3276329 0.0000058  1.2301 0.0051  I     0.147    0.119    -0.173    0.033  0.185057  0.279384 -0.3276237     0.233    -0.376  
1611 5 57697.00 I  0.183802 0.000015  0.279062 0.000017  I-0.3288781 0.0000087  1.2714 0.0048  I     0.110    0.044    -0.198    0.058  0.183910  0.278993 -0.3288929     0.255    -0.453  
1611 6 57698.00 I  0.181940 0.000022  0.278949 0.000016  I-0.3302042 0.0000076  1.3982 0.0058  I     0.080    0.119    -0.223    0.041  0.182076  0.278910 -0.3302459     0.277    -0.530  
1611 7 57699.00 I  0.179387 0.000023  0.278785 0.000015  I-0.3316796 0.0000076  1.5403 0.0060  I     0.063    0.119    -0.236    0.041  0.179463  0.278804 -0.3317062     0.296    -0.604  
1611 8 57700.00 I  0.176439 0.000020  0.278355 0.000011  I-0.3332777 0.0000094  1.6612 0.0048  I     0.052    0.119    -0.237    0.015  0.176446  0.278331 -0.3332821     0.049    -0.388  
1611 9 57701.00 I  0.173615 0.000026  0.277725 0.000013  I-0.3350130 0.0000058  1.8149 0.0054  I     0.050    0.119    -0.230    0.021  0.173555  0.277697 -0.3350135    -0.005    -0.329  
161110 57702.00 I  0.171329 0.000026  0.277089 0.000015  I-0.3369091 0.0000052  1.9732 0.0038  I     0.062    0.119    -0.214    0.021  0.171310  0.277035 -0.3369133     0.005    -0.325  
161111 57703.00 I  0.169374 0.000026  0.276408 0.000015  I-0.3389529 0.0000050  2.1121 0.0035  I     0.076    0.119    -0.203    0.021  0.169401  0.276436 -0.3389563     0.016    -0.320  
161112 57704.00 I  0.167413 0.000020  0.275424 0.000013  I-0.3411053 0.0000047  2.1672 0.0041  I     0.085    0.042    -0.215    0.026  0.167426  0.275398 -0.3411185     0.027    -0.316  
161113 57705.00 I  0.165515 0.000031  0.274331 0.000016  I-0.3432443 0.0000065  2.0935 0.0040  I     0.091    0.119    -0.234    0.034  0.165552  0.274273 -0.3432557     0.038    -0.311  
161114 57706.00 I  0.163511 0.000031  0.273305 0.000016  I-0.3452669 0.0000065  1.9436 0.0051  I     0.093    0.119    -0.226    0.034  0.163590  0.273281 -0.3452758     0.142    -0.237  
161115 57707.00 I  0.161304 0.000027  0.272286 0.000015  I-0.3471078 0.0000078  1.7226 0.0046  I     0.084    0.119    -0.198    0.037  0.161315  0.272206 -0.3471023     0.156    -0.228  
161116 57708.00 I  0.158922 0.000028  0.271457 0.000014  I-0.3487014 0.0000066  1.4696 0.0051  I     0.071    0.119    -0.176    0.052  0.158957  0.271395 -0.3487222     0.158    -0.240  
161117 57709.00 I  0.156721 0.000028  0.270851 0.000013  I-0.3500798 0.0000067  1.3149 0.0047  I     0.071    0.119    -0.157    0.052  0.156640  0.270774 -0.3500768     0.165    -0.240  
161118 57710.00 I  0.154998 0.000028  0.270484 0.000014  I-0.3513658 0.0000068  1.2639 0.0047  I     0.086    0.119    -0.124    0.052  0.155065  0.270416 -0.3513702     0.173    -0.239  
161119 57711.00 I  0.153246 0.000016  0.270277 0.000011  I-0.3526321 0.0000067  1.2865 0.0048  I     0.104    0.119    -0.106    0.067  0.153312  0.270252 -0.3526213     0.181    -0.239  
161120 57712.00 I  0.150937 0.000024  0.270021 0.000014  I-0.3539515 0.0000069  1.3472 0.0048  I     0.117    0.119    -0.129    0.060  0.151082  0.270002 -0.3539606     0.188    -0.239  
161121 57713.00 I  0.148298 0.000025  0.269553 0.000017  I-0.3553349 0.0000068  1.4331 0.0052  I     0.119    0.119    -0.175    0.054  0.148289  0.269509 -0.3553341     0.195    -0.238  
161122 57714.00 I  0.146002 0.000024  0.269041 0.000017  I-0.3568144 0.0000078  1.5091 0.0051  I     0.102    0.119    -0.202    0.047  0.146001  0.268959 -0.3567960     0.203    -0.240  
161123 57715.00 I  0.144085 0.000024  0.268701 0.000018  I-0.3583401 0.0000077  1.5463 0.0054  I     0.074    0.119    -0.200    0.047  0.144034  0.268665 -0.3583384     0.091    -0.250  
161124 57716.00 I  0.142529 0.000024  0.268473 0.000021  I-0.3599058 0.0000076  1.5800 0.0052  I     0.062    0.119    -0.191    0.047  0.142531  0.268381 -0.3599235    -0.052    -0.262  
161125 57717.00 I  0.141283 0.000024  0.268418 0.000023  I-0.3614880 0.0000069  1.5773 0.0052  I     0.067    0.119    -0.184    0.047  0.141273  0.268400 -0.3616385    -0.196    -0.274  
161126 57718.00 I  0.140218 0.000016  0.268408 0.000021  I-0.3630431 0.0000071  1.5227 0.0047  I     0.071    0.056    -0.173    0.039  0.140279  0.268329 -0.3630973    -0.170    -0.252  
161127 57719.00 I  0.138969 0.000027  0.268585 0.000019  I-0.3645220 0.0000064  1.4340 0.0049  I     0.074    0.119    -0.156    0.024  0.139103  0.268540 -0.3645137    -0.068    -0.215  
161128 57720.00 I  0.136960 0.000027  0.268720 0.000019  I-0.3659118 0.0000068  1.3474 0.0051  I     0.081    0.119    -0.140    0.024  0.137064  0.268762 -0.3659093     0.034    -0.179  
161129 57721.00 I  0.134450 0.000027  0.268403 0.000018  I-0.3672232 0.0000080  1.2801 0.0040  I     0.092    0.119    -0.125    0.024  0.134436  0.268375 -0.3672144     0.136    -0.143  
161130 57722.00 I  0.132038 0.000030  0.267932 0.000019  I-0.3684810 0.0000044  1.2400 0.0046  I     0.097    0.119    -0.116    0.029  0.132038  0.267901 -0.3684802     0.143    -0.167  
